attack,back,forward,jump,left,right,sneak,sprint,use,drop,inventory,ESC,camera1,camera2,startImage,hotbar
0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,4983,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,4984,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,4985,1
0,0,1,1,0,0,0,1,0,0,0,0,0.6153942662021781,3.2153691330919005,4986,1
0,0,1,1,0,0,0,1,0,0,0,0,10.0,5.809483127522302,4987,1
0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,4988,1
0,0,1,0,0,0,0,0,0,0,0,0,1.6094986352788734,0.6153942662021781,4989,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,4990,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,4991,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.6153942662021781,4992,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,-3.2153691330919005,4993,1
0,0,1,0,0,0,0,0,0,0,0,0,-0.6153942662021781,-5.809483127522302,4994,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.6153942662021781,4995,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,4996,1
0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,4997,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,4998,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,4999,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5000,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5001,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,5002,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5003,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5004,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5005,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,5006,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5007,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5008,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5009,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5010,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,5011,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5012,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5013,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,5014,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5015,1
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,-0.6153942662021781,5016,1
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,-0.6153942662021781,5017,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5018,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5019,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5020,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5021,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5022,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5023,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5024,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5025,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5026,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5027,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5028,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5029,1
0,0,1,0,0,0,0,0,0,0,0,0,1.6094986352788734,0.6153942662021781,5030,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5031,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5032,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5033,1
0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,5034,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5035,1
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,0.0,5036,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5037,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5038,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5039,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5040,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5041,1
0,0,1,1,0,0,0,0,0,0,0,0,0.6153942662021781,0.0,5042,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5043,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5044,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5045,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5046,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5047,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5048,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,5049,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5050,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5051,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5052,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5053,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5054,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5055,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5056,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,5057,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5058,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5059,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5060,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5061,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5062,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,5063,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5064,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5065,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5066,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5067,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5068,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5069,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5070,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5071,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5072,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5073,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5074,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5075,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,3.2153691330919005,5076,1
0,0,1,0,0,0,0,0,0,0,0,0,-5.809483127522302,10.0,5077,1
0,0,1,1,0,0,0,0,0,0,0,0,-3.2153691330919005,10.0,5078,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6153942662021781,5079,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5080,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5081,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5082,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5083,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5084,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5085,1
0,0,1,1,0,0,0,0,0,0,0,0,-0.6153942662021781,0.6153942662021781,5086,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5087,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5088,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5089,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5090,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5091,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5092,1
0,0,1,1,0,0,0,0,0,0,0,0,1.6094986352788734,-1.6094986352788734,5093,1
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,0.0,5094,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5095,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5096,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5097,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5098,1
0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,5099,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5100,1
0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,5101,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,5102,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5103,1
0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,5104,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5105,1
0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,5106,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5107,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5108,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.6153942662021781,5109,1
0,0,1,1,0,1,0,0,0,0,0,0,0.0,0.0,5110,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,5111,1
0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,5112,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5113,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.6094986352788734,5114,1
1,0,1,0,0,0,0,0,0,0,0,0,-0.6153942662021781,-3.2153691330919005,5115,1
0,0,1,1,1,0,0,0,0,0,0,0,0.0,-0.6153942662021781,5116,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5117,1
0,0,0,0,0,0,0,0,0,0,0,0,-1.6094986352788734,0.0,5118,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5119,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5120,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,5121,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5122,1
0,0,1,0,1,0,0,0,0,0,0,0,-3.2153691330919005,0.6153942662021781,5123,1
0,0,0,0,1,0,0,0,0,0,0,0,-10.0,-1.6094986352788734,5124,1
1,0,1,0,0,0,0,0,0,0,0,0,-10.0,-3.2153691330919005,5125,1
0,0,0,0,0,0,0,0,0,0,0,0,-10.0,-5.809483127522302,5126,1
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,0.0,5127,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,5128,1
1,0,1,0,0,0,0,0,0,0,0,0,-0.6153942662021781,0.6153942662021781,5129,1
0,0,0,0,0,0,0,0,0,0,0,0,-3.2153691330919005,1.6094986352788734,5130,1
0,0,0,0,0,0,0,0,0,0,0,0,-5.809483127522302,1.6094986352788734,5131,1
1,0,1,0,0,0,0,0,0,0,0,0,-5.809483127522302,1.6094986352788734,5132,1
1,0,0,0,0,0,0,0,0,0,0,0,-3.2153691330919005,0.0,5133,1
1,0,1,0,0,1,0,0,0,0,0,0,-3.2153691330919005,0.0,5134,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5135,1
1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5136,1
0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,5137,1
1,0,0,0,1,0,0,0,0,0,0,0,3.2153691330919005,3.2153691330919005,5138,1
0,0,0,0,0,0,0,0,0,0,0,0,10.0,3.2153691330919005,5139,1
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,0.0,5140,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5141,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.6094986352788734,5142,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5143,1
0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,5144,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5145,1
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,5146,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5147,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5148,1
0,0,1,1,0,0,0,1,0,0,0,0,5.809483127522302,-0.6153942662021781,5149,1
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,0.0,5150,1
0,0,1,0,0,0,0,1,0,0,0,0,0.6153942662021781,0.0,5151,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5152,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5153,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5154,1
1,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5155,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5156,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5157,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5158,1
1,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5159,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5160,1
1,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,5161,1
1,0,1,1,0,0,0,0,0,0,0,0,-5.809483127522302,-0.6153942662021781,5162,1
1,0,1,0,0,0,0,1,1,0,0,0,-0.6153942662021781,0.0,5163,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5164,1
1,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,-0.6153942662021781,5165,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,-3.2153691330919005,5166,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.6153942662021781,5167,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5168,1
1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5169,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5170,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,-1.6094986352788734,5171,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5172,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5173,1
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,0.6153942662021781,5174,1
1,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5175,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5176,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,5177,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5178,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5179,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5180,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5181,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5182,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5183,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5184,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5185,1
1,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,5186,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5187,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5188,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5189,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5190,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5191,1
1,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,5192,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5193,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5194,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5195,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5196,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5197,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5198,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5199,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5200,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5201,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5202,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5203,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5204,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5205,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5206,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5207,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5208,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5209,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5210,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5211,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5212,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5213,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5214,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5215,1
1,0,1,0,0,0,0,0,0,0,0,0,-1.6094986352788734,-1.6094986352788734,5216,1
1,0,1,0,0,0,0,0,0,0,0,0,-0.6153942662021781,-3.2153691330919005,5217,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5218,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5219,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5220,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5221,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5222,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5223,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5224,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5225,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5226,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5227,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5228,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5229,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5230,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5231,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5232,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5233,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5234,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5235,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5236,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5237,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5238,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5239,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5240,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5241,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5242,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5243,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5244,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5245,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5246,1
1,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,0.0,5247,1
1,0,1,0,0,0,0,0,0,0,0,0,1.6094986352788734,0.0,5248,1
1,0,0,0,0,0,0,0,0,0,0,0,1.6094986352788734,0.6153942662021781,5249,1
1,0,0,0,0,0,0,0,0,0,0,0,0.6153942662021781,0.0,5250,1
1,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,0.0,5251,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5252,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5253,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5254,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5255,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5256,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5257,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5258,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5259,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5260,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5261,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5262,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5263,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5264,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5265,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5266,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5267,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5268,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5269,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5270,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5271,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5272,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5273,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5274,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5275,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5276,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5277,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5278,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5279,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5280,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5281,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5282,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5283,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5284,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5285,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5286,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5287,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5288,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5289,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5290,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5291,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5292,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5293,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5294,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5295,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5296,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5297,1
1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,5298,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5299,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5300,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5301,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5302,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5303,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5304,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5305,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5306,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5307,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5308,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5309,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5310,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5311,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5312,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5313,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5314,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5315,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5316,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5317,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5318,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5319,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5320,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5321,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5322,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5323,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5324,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5325,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5326,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5327,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5328,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5329,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5330,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5331,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5332,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5333,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5334,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5335,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5336,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5337,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5338,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5339,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5340,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5341,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5342,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5343,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5344,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,3.2153691330919005,5345,1
0,0,1,0,0,0,0,0,0,0,0,0,1.6094986352788734,10.0,5346,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,5347,1
